filepath,width,height,bboxes
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007093.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 465, 'x2': 989, 'y1': 215, 'y2': 675}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002454.jpg,1600,1200,"[{'class': 'Bus', 'x1': 474, 'x2': 1485, 'y1': 38, 'y2': 851}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005707.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1009, 'x2': 1571, 'y1': 124, 'y2': 702}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008964.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 506, 'x2': 1022, 'y1': 199, 'y2': 691}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000811.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1100, 'x2': 1513, 'y1': 352, 'y2': 883}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006053.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 879, 'x2': 1362, 'y1': 132, 'y2': 606}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004290.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 370, 'x2': 1026, 'y1': 207, 'y2': 917}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007979.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 771, 'x2': 1367, 'y1': 255, 'y2': 851}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009583.jpg,1600,1200,"[{'class': 'Truck', 'x1': 541, 'x2': 1443, 'y1': 33, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003891.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 660, 'x2': 1255, 'y1': 226, 'y2': 951}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009782.jpg,1600,1200,"[{'class': 'Truck', 'x1': 178, 'x2': 1021, 'y1': 1, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001597.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 566, 'x2': 974, 'y1': 381, 'y2': 902}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000051.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 636, 'x2': 951, 'y1': 21, 'y2': 361}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001043.jpg,1920,1080,"[{'class': 'SUV', 'x1': 513, 'x2': 853, 'y1': 69, 'y2': 484}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009168.jpg,1600,1200,"[{'class': 'Truck', 'x1': 593, 'x2': 1486, 'y1': 1, 'y2': 734}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001749.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 979, 'x2': 1376, 'y1': 385, 'y2': 867}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002996.jpg,1600,1200,"[{'class': 'SUV', 'x1': 546, 'x2': 1128, 'y1': 127, 'y2': 807}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004961.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 653, 'x2': 1235, 'y1': 159, 'y2': 816}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007514.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 884, 'x2': 1420, 'y1': 297, 'y2': 819}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004990.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 705, 'x2': 1304, 'y1': 223, 'y2': 816}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009244.jpg,1600,1200,"[{'class': 'Truck', 'x1': 616, 'x2': 1479, 'y1': 35, 'y2': 910}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007807.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 588, 'x2': 1172, 'y1': 340, 'y2': 925}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007471.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 623, 'x2': 1157, 'y1': 207, 'y2': 710}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009736.jpg,1600,1200,"[{'class': 'Truck', 'x1': 507, 'x2': 1516, 'y1': 35, 'y2': 871}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008042.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1006, 'x2': 1600, 'y1': 409, 'y2': 1016}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005807.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 849, 'x2': 1416, 'y1': 233, 'y2': 763}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003287.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 555, 'x2': 1316, 'y1': 1, 'y2': 795}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004921.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 620, 'x2': 1248, 'y1': 220, 'y2': 816}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009715.jpg,1600,1200,"[{'class': 'Truck', 'x1': 695, 'x2': 1550, 'y1': 46, 'y2': 695}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006525.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 452, 'x2': 972, 'y1': 95, 'y2': 561}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005620.jpg,1600,1200,"[{'class': 'SUV', 'x1': 836, 'x2': 1401, 'y1': 119, 'y2': 702}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008672.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 702, 'x2': 1246, 'y1': 241, 'y2': 750}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009376.jpg,1600,1200,"[{'class': 'Truck', 'x1': 657, 'x2': 1500, 'y1': 1, 'y2': 759}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005471.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 597, 'x2': 1127, 'y1': 169, 'y2': 702}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000383.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 206, 'x2': 516, 'y1': 25, 'y2': 332}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006457.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 689, 'x2': 1259, 'y1': 289, 'y2': 859}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009264.jpg,1600,1200,"[{'class': 'Truck', 'x1': 355, 'x2': 1239, 'y1': 1, 'y2': 595}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006750.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 830, 'x2': 1453, 'y1': 334, 'y2': 984}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002297.jpg,1600,1200,"[{'class': 'Bus', 'x1': 102, 'x2': 957, 'y1': 4, 'y2': 756}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007047.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 763, 'x2': 1293, 'y1': 212, 'y2': 696}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004117.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 671, 'x2': 1166, 'y1': 52, 'y2': 588}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004714.jpg,1600,1200,"[{'class': 'SUV', 'x1': 1094, 'x2': 1600, 'y1': 344, 'y2': 1077}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002672.jpg,1600,1200,"[{'class': 'Bus', 'x1': 527, 'x2': 1457, 'y1': 8, 'y2': 705}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000420.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1114, 'x2': 1432, 'y1': 52, 'y2': 392}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002766.jpg,1600,1200,"[{'class': 'Bus', 'x1': 111, 'x2': 1071, 'y1': 4, 'y2': 793}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003867.jpg,1600,1200,"[{'class': 'SUV', 'x1': 873, 'x2': 1472, 'y1': 38, 'y2': 776}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004513.jpg,1600,1200,"[{'class': 'SUV', 'x1': 909, 'x2': 1470, 'y1': 87, 'y2': 781}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000852.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 383, 'x2': 801, 'y1': 317, 'y2': 836}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001257.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 474, 'x2': 801, 'y1': 139, 'y2': 502}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009456.jpg,1600,1200,"[{'class': 'Truck', 'x1': 650, 'x2': 1600, 'y1': 1, 'y2': 795}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004176.jpg,1600,1200,"[{'class': 'SUV', 'x1': 618, 'x2': 1221, 'y1': 81, 'y2': 704}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002322.jpg,1600,1200,"[{'class': 'Bus', 'x1': 624, 'x2': 1528, 'y1': 21, 'y2': 810}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005249.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 209, 'x2': 767, 'y1': 321, 'y2': 859}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005657.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 896, 'x2': 1433, 'y1': 199, 'y2': 704}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005479.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 631, 'x2': 1142, 'y1': 130, 'y2': 595}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005152.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 795, 'x2': 1369, 'y1': 239, 'y2': 819}, {'class': 'Sedan', 'x1': 776, 'x2': 1367, 'y1': 228, 'y2': 829}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005111.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 513, 'x2': 1037, 'y1': 239, 'y2': 744}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009804.jpg,1600,1200,"[{'class': 'Truck', 'x1': 419, 'x2': 1395, 'y1': 1, 'y2': 923}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002652.jpg,1600,1200,"[{'class': 'Bus', 'x1': 366, 'x2': 1377, 'y1': 21, 'y2': 808}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003918.jpg,1600,1200,"[{'class': 'SUV', 'x1': 675, 'x2': 1200, 'y1': 73, 'y2': 633}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008671.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 700, 'x2': 1248, 'y1': 239, 'y2': 752}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002863.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 976, 'x2': 1584, 'y1': 166, 'y2': 971}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000031.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 451, 'x2': 883, 'y1': 338, 'y2': 850}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003476.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 1, 'x2': 623, 'y1': 1, 'y2': 846}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007107.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 666, 'x2': 1239, 'y1': 204, 'y2': 792}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004624.jpg,1600,1200,"[{'class': 'SUV', 'x1': 651, 'x2': 1194, 'y1': 4, 'y2': 571}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003810.jpg,1600,1200,"[{'class': 'SUV', 'x1': 606, 'x2': 1299, 'y1': 191, 'y2': 937}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000588.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 328, 'x2': 758, 'y1': 328, 'y2': 829}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005397.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 873, 'x2': 1375, 'y1': 84, 'y2': 582}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001292.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 340, 'x2': 819, 'y1': 3, 'y2': 744}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006776.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 957, 'x2': 1554, 'y1': 377, 'y2': 920}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000393.jpg,1920,1080,"[{'class': 'SUV', 'x1': 325, 'x2': 791, 'y1': 367, 'y2': 1000}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005824.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 830, 'x2': 1367, 'y1': 260, 'y2': 797}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002092.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1068, 'x2': 1474, 'y1': 397, 'y2': 973}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005174.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 819, 'x2': 1382, 'y1': 316, 'y2': 962}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007710.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1045, 'x2': 1600, 'y1': 393, 'y2': 997}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006805.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 644, 'x2': 1190, 'y1': 172, 'y2': 686}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002751.jpg,1600,1200,"[{'class': 'Bus', 'x1': 224, 'x2': 1091, 'y1': 4, 'y2': 722}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000746.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 431, 'x2': 853, 'y1': 379, 'y2': 929}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005727.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 774, 'x2': 1330, 'y1': 207, 'y2': 726}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000407.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 494, 'x2': 837, 'y1': 180, 'y2': 576}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003391.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 833, 'x2': 1556, 'y1': 1, 'y2': 653}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004302.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 504, 'x2': 1088, 'y1': 201, 'y2': 781}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006987.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 726, 'x2': 1291, 'y1': 212, 'y2': 710}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001499.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 438, 'x2': 881, 'y1': 372, 'y2': 922}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005523.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 679, 'x2': 1244, 'y1': 228, 'y2': 792}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000839.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1070, 'x2': 1392, 'y1': 14, 'y2': 353}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008171.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 735, 'x2': 1248, 'y1': 212, 'y2': 688}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007151.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1028, 'x2': 1600, 'y1': 308, 'y2': 912}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002199.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 1171, 'x2': 1467, 'y1': 5, 'y2': 372}, {'class': 'Sedan', 'x1': 566, 'x2': 929, 'y1': 247, 'y2': 643}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009533.jpg,1600,1200,"[{'class': 'Truck', 'x1': 502, 'x2': 1506, 'y1': 33, 'y2': 887}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008354.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 539, 'x2': 1039, 'y1': 52, 'y2': 502}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005881.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 896, 'x2': 1489, 'y1': 183, 'y2': 763}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004492.jpg,1600,1200,"[{'class': 'SUV', 'x1': 334, 'x2': 862, 'y1': 7, 'y2': 545}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003274.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 616, 'x2': 1352, 'y1': 1, 'y2': 609}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008704.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 655, 'x2': 1254, 'y1': 233, 'y2': 824}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008356.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 640, 'x2': 1181, 'y1': 164, 'y2': 664}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003825.jpg,1600,1200,"[{'class': 'SUV', 'x1': 700, 'x2': 1257, 'y1': 46, 'y2': 759}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003019.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 904, 'x2': 1600, 'y1': 102, 'y2': 957}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007989.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 871, 'x2': 1427, 'y1': 332, 'y2': 946}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009768.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 697, 'x2': 1568, 'y1': 1, 'y2': 737}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002115.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 534, 'x2': 887, 'y1': 253, 'y2': 645}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007436.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 819, 'x2': 1343, 'y1': 260, 'y2': 747}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006715.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 722, 'x2': 1276, 'y1': 233, 'y2': 789}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003456.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 686, 'x2': 1318, 'y1': 105, 'y2': 823}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000073.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 472, 'x2': 918, 'y1': 425, 'y2': 965}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004140.jpg,1600,1200,"[{'class': 'SUV', 'x1': 880, 'x2': 1485, 'y1': 112, 'y2': 814}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009651.jpg,1600,1200,"[{'class': 'Truck', 'x1': 274, 'x2': 1400, 'y1': 71, 'y2': 1063}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007128.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 603, 'x2': 1175, 'y1': 279, 'y2': 821}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005429.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 623, 'x2': 1166, 'y1': 167, 'y2': 670}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001853.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 1006, 'x2': 1476, 'y1': 176, 'y2': 891}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003259.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 740, 'x2': 1600, 'y1': 33, 'y2': 1071}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008169.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 616, 'x2': 1233, 'y1': 292, 'y2': 912}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003838.jpg,1600,1200,"[{'class': 'SUV', 'x1': 957, 'x2': 1523, 'y1': 95, 'y2': 725}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003842.jpg,1600,1200,"[{'class': 'SUV', 'x1': 641, 'x2': 1183, 'y1': 12, 'y2': 617}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000356.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 350, 'x2': 771, 'y1': 341, 'y2': 848}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008770.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1006, 'x2': 1600, 'y1': 459, 'y2': 1061}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002037.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1159, 'x2': 1435, 'y1': 75, 'y2': 394}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003699.jpg,1600,1200,"[{'class': 'SUV', 'x1': 566, 'x2': 1185, 'y1': 87, 'y2': 729}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002349.jpg,1600,1200,"[{'class': 'Bus', 'x1': 649, 'x2': 1600, 'y1': 42, 'y2': 879}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008185.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 957, 'x2': 1548, 'y1': 337, 'y2': 914}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004596.jpg,1600,1200,"[{'class': 'SUV', 'x1': 1026, 'x2': 1600, 'y1': 465, 'y2': 1175}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001994.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 465, 'x2': 867, 'y1': 412, 'y2': 893}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000613.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1052, 'x2': 1353, 'y1': 7, 'y2': 273}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006136.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 625, 'x2': 1134, 'y1': 148, 'y2': 624}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002360.jpg,1600,1200,"[{'class': 'Bus', 'x1': 713, 'x2': 1507, 'y1': 8, 'y2': 565}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003493.jpg,1600,1200,"[{'class': 'Truck', 'x1': 720, 'x2': 1434, 'y1': 38, 'y2': 729}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009534.jpg,1600,1200,"[{'class': 'Truck', 'x1': 512, 'x2': 1513, 'y1': 33, 'y2': 882}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005079.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 892, 'x2': 1433, 'y1': 114, 'y2': 648}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009504.jpg,1600,1200,"[{'class': 'Truck', 'x1': 620, 'x2': 1563, 'y1': 1, 'y2': 670}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002557.jpg,1600,1200,"[{'class': 'Bus', 'x1': 669, 'x2': 1572, 'y1': 38, 'y2': 707}]"
